"U:0","U:1","U:2","Points:0","Points:1","Points:2"
1.0003,-0.0011773,0.00065082,0.32,1.3725,0.5
1.0003,-0.001166,0.00064962,0.32,1.3762,0.5
1.0003,-0.0011547,0.00064841,0.32,1.3798,0.5
1.0003,-0.0011434,0.0006472,0.32,1.3835,0.5
1.0003,-0.0011321,0.00064599,0.32,1.3871,0.5
1.0003,-0.0011208,0.00064478,0.32,1.3908,0.5
1.0003,-0.0011095,0.00064357,0.32,1.3945,0.5
1.0003,-0.0010982,0.00064236,0.32,1.3981,0.5
1.0003,-0.0010869,0.00064116,0.32,1.4018,0.5
1.0003,-0.0010756,0.00063995,0.32,1.4054,0.5
1.0003,-0.0010643,0.00063874,0.32,1.4091,0.5
1.0003,-0.001053,0.00063753,0.32,1.4128,0.5
1.0003,-0.0010417,0.00063632,0.32,1.4164,0.5
1.0003,-0.0010303,0.00063511,0.32,1.4201,0.5
1.0003,-0.001019,0.0006339,0.32,1.4237,0.5
1.0003,-0.0010077,0.0006327,0.32,1.4274,0.5
1.0003,-0.00099642,0.00063149,0.32,1.4311,0.5
1.0003,-0.00098512,0.00063028,0.32,1.4347,0.5
1.0003,-0.00097381,0.00062907,0.32,1.4384,0.5
1.0003,-0.0009625,0.00062786,0.32,1.442,0.5
1.0003,-0.00095119,0.00062665,0.32,1.4457,0.5
1.0003,-0.00093989,0.00062544,0.32,1.4494,0.5
1.0003,-0.00092858,0.00062424,0.32,1.453,0.5
1.0003,-0.00091727,0.00062303,0.32,1.4567,0.5
1.0003,-0.00090596,0.00062182,0.32,1.4603,0.5
1.0003,-0.00089466,0.00062061,0.32,1.464,0.5
1.0003,-0.00088335,0.0006194,0.32,1.4677,0.5
1.0002,-0.00087204,0.00061819,0.32,1.4713,0.5
1.0002,-0.00086074,0.00061698,0.32,1.475,0.5
1.0002,-0.00084943,0.00061578,0.32,1.4786,0.5
1.0002,-0.00083812,0.00061457,0.32,1.4823,0.5
1.0002,-0.00082681,0.00061336,0.32,1.486,0.5
1.0002,-0.00081664,0.00061239,0.32,1.4896,0.5
1.0002,-0.00080685,0.00061151,0.32,1.4933,0.5
1.0002,-0.00079706,0.00061063,0.32,1.4969,0.5
1.0002,-0.00078727,0.00060975,0.32,1.5006,0.5
1.0002,-0.00077748,0.00060887,0.32,1.5043,0.5
1.0002,-0.00076768,0.00060799,0.32,1.5079,0.5
1.0002,-0.00075789,0.0006071,0.32,1.5116,0.5
1.0002,-0.0007481,0.00060622,0.32,1.5152,0.5
1.0002,-0.00073831,0.00060534,0.32,1.5189,0.5
1.0002,-0.00072852,0.00060446,0.32,1.5226,0.5
1.0002,-0.00071872,0.00060358,0.32,1.5262,0.5
1.0002,-0.00070893,0.00060269,0.32,1.5299,0.5
1.0002,-0.00069914,0.00060181,0.32,1.5335,0.5
1.0002,-0.00068935,0.00060093,0.32,1.5372,0.5
1.0002,-0.00067956,0.00060005,0.32,1.5409,0.5
1.0002,-0.00066977,0.00059917,0.32,1.5445,0.5
1.0002,-0.00065997,0.00059828,0.32,1.5482,0.5
1.0002,-0.00065018,0.0005974,0.32,1.5518,0.5
1.0002,-0.00064039,0.00059652,0.32,1.5555,0.5
1.0002,-0.0006306,0.00059564,0.32,1.5592,0.5
1.0002,-0.00062081,0.00059476,0.32,1.5628,0.5
1.0002,-0.00061101,0.00059387,0.32,1.5665,0.5
1.0002,-0.00060122,0.00059299,0.32,1.5701,0.5
1.0002,-0.00059143,0.00059211,0.32,1.5738,0.5
1.0002,-0.00058164,0.00059123,0.32,1.5775,0.5
1.0002,-0.00057185,0.00059035,0.32,1.5811,0.5
1.0002,-0.00056206,0.00058946,0.32,1.5848,0.5
1.0002,-0.00055226,0.00058858,0.32,1.5884,0.5
1.0002,-0.00054247,0.0005877,0.32,1.5921,0.5
1.0002,-0.00053268,0.00058682,0.32,1.5958,0.5
1.0002,-0.00052289,0.00058594,0.32,1.5994,0.5
1.0002,-0.00051363,0.00058518,0.32,1.6031,0.5
1.0002,-0.0005049,0.00058454,0.32,1.6067,0.5
1.0002,-0.00049617,0.0005839,0.32,1.6104,0.5
1.0002,-0.00048744,0.00058326,0.32,1.6141,0.5
1.0002,-0.00047871,0.00058262,0.32,1.6177,0.5
1.0002,-0.00046998,0.00058198,0.32,1.6214,0.5
1.0002,-0.00046125,0.00058134,0.32,1.625,0.5
1.0002,-0.00045252,0.0005807,0.32,1.6287,0.5
1.0002,-0.00044379,0.00058006,0.32,1.6324,0.5
1.0002,-0.00043506,0.00057942,0.32,1.636,0.5
1.0002,-0.00042633,0.00057878,0.32,1.6397,0.5
1.0002,-0.0004176,0.00057814,0.32,1.6433,0.5
1.0002,-0.00040887,0.0005775,0.32,1.647,0.5
1.0002,-0.00040014,0.00057686,0.32,1.6507,0.5
1.0001,-0.00039141,0.00057622,0.32,1.6543,0.5
1.0001,-0.00038268,0.00057558,0.32,1.658,0.5
1.0001,-0.00037395,0.00057494,0.32,1.6616,0.5
1.0001,-0.00036522,0.0005743,0.32,1.6653,0.5
1.0001,-0.00035648,0.00057366,0.32,1.669,0.5
1.0001,-0.00034775,0.00057302,0.32,1.6726,0.5
1.0001,-0.00033902,0.00057238,0.32,1.6763,0.5
1.0001,-0.00033029,0.00057174,0.32,1.6799,0.5
1.0001,-0.00032156,0.00057111,0.32,1.6836,0.5
1.0001,-0.00031283,0.00057047,0.32,1.6873,0.5
1.0001,-0.0003041,0.00056983,0.32,1.6909,0.5
1.0001,-0.00029537,0.00056919,0.32,1.6946,0.5
1.0001,-0.00028664,0.00056855,0.32,1.6982,0.5
1.0001,-0.00027791,0.00056791,0.32,1.7019,0.5
1.0001,-0.00026918,0.00056727,0.32,1.7056,0.5
1.0001,-0.00026045,0.00056663,0.32,1.7092,0.5
1.0001,-0.00025172,0.00056599,0.32,1.7129,0.5
1.0001,-0.00024321,0.00056098,0.32,1.7165,0.5
1.0001,-0.00023537,0.00054289,0.32,1.7202,0.5
1.0001,-0.00022752,0.00052479,0.32,1.7239,0.5
1.0001,-0.00021968,0.0005067,0.32,1.7275,0.5
1.0001,-0.00021183,0.0004886,0.32,1.7312,0.5
1.0001,-0.00020399,0.0004705,0.32,1.7348,0.5
1.0001,-0.00019614,0.00045241,0.32,1.7385,0.5
1.0001,-0.0001883,0.00043431,0.32,1.7422,0.5
1.0001,-0.00018045,0.00041621,0.32,1.7458,0.5
1.0001,-0.0001726,0.00039812,0.32,1.7495,0.5
1.0001,-0.00016476,0.00038002,0.32,1.7531,0.5
1.0001,-0.00015691,0.00036193,0.32,1.7568,0.5
1.0001,-0.00014907,0.00034383,0.32,1.7605,0.5
1.0001,-0.00014122,0.00032573,0.32,1.7641,0.5
1.0001,-0.00013338,0.00030764,0.32,1.7678,0.5
1.0001,-0.00012553,0.00028954,0.32,1.7714,0.5
1.0001,-0.00011768,0.00027144,0.32,1.7751,0.5
1.0001,-0.00010984,0.00025335,0.32,1.7788,0.5
1.0001,-0.00010199,0.00023525,0.32,1.7824,0.5
1,-9.4148e-05,0.00021716,0.32,1.7861,0.5
1,-8.6302e-05,0.00019906,0.32,1.7897,0.5
1,-7.8456e-05,0.00018096,0.32,1.7934,0.5
1,-7.0611e-05,0.00016287,0.32,1.7971,0.5
1,-6.2765e-05,0.00014477,0.32,1.8007,0.5
1,-5.4919e-05,0.00012667,0.32,1.8044,0.5
1,-4.7074e-05,0.00010858,0.32,1.808,0.5
1,-3.9228e-05,9.0482e-05,0.32,1.8117,0.5
1,-3.1382e-05,7.2385e-05,0.32,1.8154,0.5
1,-2.3537e-05,5.4289e-05,0.32,1.819,0.5
1,-1.5691e-05,3.6193e-05,0.32,1.8227,0.5
1,-7.8456e-06,1.8096e-05,0.32,1.8263,0.5
1,-4.6274e-19,1.0673e-18,0.32,1.83,0.5
